This, line, contains, headers, and, can, be, ignored 
,,Base Scenario, 0 
,,,,,EQ_4GSPC,0,,,,,,parallel shift,0.060784 
,,,,,EQ_AEX,0,,,,,,parallel shift,0.045107 
,,,,,EQ_AMX,0,,,,,,parallel shift,0.035834 
,,,,,EQ_ASCX,0,,,,,,parallel shift,-0.0016639 
,,,,,EQ_BETFI,0,,,,,,parallel shift,0.036703 
,,,,,EQ_BETI,0,,,,,,parallel shift,0.036703 
,,,,,EQ_BUX,0,,,,,,parallel shift,0.14831 
,,,,,EQ_CEMU_USD,0,,,,,,parallel shift,0.059977 
,,,,,EQ_CIEU,0,,,,,,parallel shift,0.059977 
,,,,,EQ_CIJP_USD,0,,,,,,parallel shift,0.077847 
,,,,,EQ_CIKK_USD,0,,,,,,parallel shift,-0.00054108 
,,,,,EQ_FTSE,0,,,,,,parallel shift,0.059977 
,,,,,EQ_HSI,0,,,,,,parallel shift,0.11718 
,,,,,EQ_IBEX,0,,,,,,parallel shift,0.059977 
,,,,,EQ_IXIC,0,,,,,,parallel shift,0.060784 
,,,,,EQ_KLSE,0,,,,,,parallel shift,0.023362 
,,,,,EQ_KS11,0,,,,,,parallel shift,0.095823 
,,,,,EQ_MSCIWO,0,,,,,,parallel shift,0.11718 
,,,,,EQ_MSDUEAFE,0,,,,,,parallel shift,0.023362 
,,,,,EQ_MSEUEGF,0,,,,,,parallel shift,0.036703 
,,,,,EQ_N100,0,,,,,,parallel shift,0.048368 
,,,,,EQ_N225,0,,,,,,parallel shift,0.077847 
,,,,,EQ_NDX,0,,,,,,parallel shift,0.060784 
,,,,,EQ_PX,0,,,,,,parallel shift,0.036703 
,,,,,EQ_RUX,0,,,,,,parallel shift,0.060784 
,,,,,EQ_SETI,0,,,,,,parallel shift,0.11718 
,,,,,EQ_SPX,0,,,,,,parallel shift,0.060784 
,,,,,EQ_SSEC,0,,,,,,parallel shift,0.11718 
,,,,,EQ_STOXX50E,0,,,,,,parallel shift,0.048368 
,,,,,EQ_TOPX,0,,,,,,parallel shift,0.033867 
,,,,,EQ_WIG,0,,,,,,parallel shift,0.20499 
,,,,,EQ_ASE,0,,,,,,parallel shift,0.072598 
,,,,,EQ_CECEEUR,0,,,,,,parallel shift,0.036703 
,,,,,EQ_EMUMIDCAP,0,,,,,,parallel shift,0.035834 
,,,,,EQ_FBM100,0,,,,,,parallel shift,0.023362 
,,,,,EQ_HFRXEW,0,,,,,,parallel shift,0.0033272 
,,,,,EQ_HFRXGLE,0,,,,,,parallel shift,0.0033272 
,,,,,EQ_MSDLWI,0,,,,,,parallel shift,0.060784 
,,,,,EQ_MXEF,0,,,,,,parallel shift,0.036703 
,,,,,EQ_MXEU,0,,,,,,parallel shift,-0.003786 
,,,,,EQ_MXLA,0,,,,,,parallel shift,0.060784 
,,,,,EQ_MXME,0,,,,,,parallel shift,0.036703 
,,,,,EQ_MXWO0IT,0,,,,,,parallel shift,0.060784 
,,,,,EQ_NIFTY,0,,,,,,parallel shift,0.11718 
,,,,,EQ_OPALPACX,0,,,,,,parallel shift,0.11718 
,,,,,EQ_RAAX,0,,,,,,parallel shift,0.086882 
,,,,,EQ_SPEURO,0,,,,,,parallel shift,0.059977 
,,,,,EQ_TPXDDVD,0,,,,,,parallel shift,0.033867 
,,,,,EQ_XU100,0,,,,,,parallel shift,0.11718 
,,,,,EQIV_4GSPC,0,,,,,,parallel shift,0 
,,,,,EQIV_AEX,0,,,,,,parallel shift,0 
,,,,,EQIV_BETFI,0,,,,,,parallel shift,0 
,,,,,EQIV_BETI,0,,,,,,parallel shift,0 
,,,,,EQIV_BUX,0,,,,,,parallel shift,0 
,,,,,EQIV_CEMU_USD,0,,,,,,parallel shift,0 
,,,,,EQIV_CIEU,0,,,,,,parallel shift,0 
,,,,,EQIV_CIJP_USD,0,,,,,,parallel shift,0 
,,,,,EQIV_CIKK_USD,0,,,,,,parallel shift,0 
,,,,,EQIV_FTSE,0,,,,,,parallel shift,0 
,,,,,EQIV_HSI,0,,,,,,parallel shift,0 
,,,,,EQIV_IBEX,0,,,,,,parallel shift,0 
,,,,,EQIV_IXIC,0,,,,,,parallel shift,0 
,,,,,EQIV_KLSE,0,,,,,,parallel shift,0 
,,,,,EQIV_KS11,0,,,,,,parallel shift,0 
,,,,,EQIV_MSCIWO,0,,,,,,parallel shift,0 
,,,,,EQIV_MSDUEAFE,0,,,,,,parallel shift,0 
,,,,,EQIV_MSEUEGF,0,,,,,,parallel shift,0 
,,,,,EQIV_N100,0,,,,,,parallel shift,0 
,,,,,EQIV_N225,0,,,,,,parallel shift,0 
,,,,,EQIV_NDX,0,,,,,,parallel shift,0 
,,,,,EQIV_PX,0,,,,,,parallel shift,0 
,,,,,EQIV_RUX,0,,,,,,parallel shift,0 
,,,,,EQIV_SETI,0,,,,,,parallel shift,0 
,,,,,EQIV_SPX,0,,,,,,parallel shift,0 
,,,,,EQIV_SSEC,0,,,,,,parallel shift,0 
,,,,,EQIV_STOXX50E,0,,,,,,parallel shift,0 
,,,,,EQIV_TOPX,0,,,,,,parallel shift,0 
,,,,,EQIV_WIG,0,,,,,,parallel shift,0 
,,,,,EQIV_ASE,0,,,,,,parallel shift,0 
,,,,,EQIV_CECEEUR,0,,,,,,parallel shift,0 
,,,,,EQIV_FBM100,0,,,,,,parallel shift,0 
,,,,,EQIV_HFRXGLE,0,,,,,,parallel shift,0 
,,,,,EQIV_MSDLWI,0,,,,,,parallel shift,0 
,,,,,EQIV_MXEF,0,,,,,,parallel shift,0 
,,,,,EQIV_MXEU,0,,,,,,parallel shift,0 
,,,,,EQIV_MXLA,0,,,,,,parallel shift,0 
,,,,,EQIV_MXME,0,,,,,,parallel shift,0 
,,,,,EQIV_MXWO0IT,0,,,,,,parallel shift,0 
,,,,,EQIV_NIFTY,0,,,,,,parallel shift,0 
,,,,,EQIV_OPALPACX,0,,,,,,parallel shift,0 
,,,,,EQIV_RAAX,0,,,,,,parallel shift,0 
,,,,,EQIV_SPEURO,0,,,,,,parallel shift,0 
,,,,,EQIV_TPXDDVD,0,,,,,,parallel shift,0 
,,,,,EQIV_XU100,0,,,,,,parallel shift,0 
,,,,,FX_AUD,0,,,,,,parallel shift,0 
,,,,,FX_BGN,0,,,,,,parallel shift,0 
,,,,,FX_BRL,0,,,,,,parallel shift,0 
,,,,,FX_CAD,0,,,,,,parallel shift,0 
,,,,,FX_CHF,0,,,,,,parallel shift,0 
,,,,,FX_CLP,0,,,,,,parallel shift,0 
,,,,,FX_CNY,0,,,,,,parallel shift,0 
,,,,,FX_COP,0,,,,,,parallel shift,0 
,,,,,FX_CZK,0,,,,,,parallel shift,0 
,,,,,FX_DKK,0,,,,,,parallel shift,0 
,,,,,FX_GBP,0,,,,,,parallel shift,0 
,,,,,FX_HKD,0,,,,,,parallel shift,0 
,,,,,FX_HUF,0,,,,,,parallel shift,0 
,,,,,FX_INR,0,,,,,,parallel shift,0 
,,,,,FX_JPY,0,,,,,,parallel shift,0 
,,,,,FX_KRW,0,,,,,,parallel shift,0 
,,,,,FX_MXN,0,,,,,,parallel shift,0 
,,,,,FX_MYR,0,,,,,,parallel shift,0 
,,,,,FX_NOK,0,,,,,,parallel shift,0 
,,,,,FX_NZD,0,,,,,,parallel shift,0 
,,,,,FX_PEN,0,,,,,,parallel shift,0 
,,,,,FX_PLN,0,,,,,,parallel shift,0 
,,,,,FX_RON,0,,,,,,parallel shift,0 
,,,,,FX_RUB,0,,,,,,parallel shift,0 
,,,,,FX_SEK,0,,,,,,parallel shift,0 
,,,,,FX_THB,0,,,,,,parallel shift,0 
,,,,,FX_TRY,0,,,,,,parallel shift,0 
,,,,,FX_TWD,0,,,,,,parallel shift,0 
,,,,,FX_USD,0,,,,,,parallel shift,0 
,,,,,FXIV_AUD,0,,,,,,parallel shift,0 
,,,,,FXIV_BGN,0,,,,,,parallel shift,0 
,,,,,FXIV_BRL,0,,,,,,parallel shift,0 
,,,,,FXIV_CAD,0,,,,,,parallel shift,0 
,,,,,FXIV_CHF,0,,,,,,parallel shift,0 
,,,,,FXIV_CLP,0,,,,,,parallel shift,0 
,,,,,FXIV_CNY,0,,,,,,parallel shift,0 
,,,,,FXIV_COP,0,,,,,,parallel shift,0 
,,,,,FXIV_CZK,0,,,,,,parallel shift,0 
,,,,,FXIV_DKK,0,,,,,,parallel shift,0 
,,,,,FXIV_GBP,0,,,,,,parallel shift,0 
,,,,,FXIV_HKD,0,,,,,,parallel shift,0 
,,,,,FXIV_HUF,0,,,,,,parallel shift,0 
,,,,,FXIV_INR,0,,,,,,parallel shift,0 
,,,,,FXIV_JPY,0,,,,,,parallel shift,0 
,,,,,FXIV_KRW,0,,,,,,parallel shift,0 
,,,,,FXIV_MXN,0,,,,,,parallel shift,0 
,,,,,FXIV_MYR,0,,,,,,parallel shift,0 
,,,,,FXIV_NOK,0,,,,,,parallel shift,0 
,,,,,FXIV_NZD,0,,,,,,parallel shift,0 
,,,,,FXIV_PEN,0,,,,,,parallel shift,0 
,,,,,FXIV_PLN,0,,,,,,parallel shift,0 
,,,,,FXIV_RON,0,,,,,,parallel shift,0 
,,,,,FXIV_RUB,0,,,,,,parallel shift,0 
,,,,,FXIV_SEK,0,,,,,,parallel shift,0 
,,,,,FXIV_THB,0,,,,,,parallel shift,0 
,,,,,FXIV_TRY,0,,,,,,parallel shift,0 
,,,,,FXIV_TWD,0,,,,,,parallel shift,0 
,,,,,FXIV_USD,0,,,,,,parallel shift,0 
,,,,,IR_AUDPC1,0,,,,,,parallel shift,-1.0301 
,,,,,IR_AUDPC2,0,,,,,,parallel shift,-0.12267 
,,,,,IR_AUDPC3,0,,,,,,parallel shift,-0.015596 
,,,,,IR_AUDPC4,0,,,,,,parallel shift,-0.0046698 
,,,,,IR_BGNPC1,0,,,,,,parallel shift,-2.1931 
,,,,,IR_BGNPC2,0,,,,,,parallel shift,-0.2744 
,,,,,IR_BGNPC3,0,,,,,,parallel shift,-0.15731 
,,,,,IR_BGNPC4,0,,,,,,parallel shift,-0.027371 
,,,,,IR_BRLPC1,0,,,,,,parallel shift,-1.1514 
,,,,,IR_BRLPC2,0,,,,,,parallel shift,-0.1782 
,,,,,IR_BRLPC3,0,,,,,,parallel shift,-0.013669 
,,,,,IR_BRLPC4,0,,,,,,parallel shift,-0.0013578 
,,,,,IR_CADPC1,0,,,,,,parallel shift,-1.0394 
,,,,,IR_CADPC2,0,,,,,,parallel shift,-0.64051 
,,,,,IR_CADPC3,0,,,,,,parallel shift,-0.079083 
,,,,,IR_CADPC4,0,,,,,,parallel shift,-0.0060755 
,,,,,IR_CHFPC1,0,,,,,,parallel shift,-2.5653 
,,,,,IR_CHFPC2,0,,,,,,parallel shift,-0.56024 
,,,,,IR_CHFPC3,0,,,,,,parallel shift,-0.15505 
,,,,,IR_CHFPC4,0,,,,,,parallel shift,-0.046092 
,,,,,IR_CLPPC1,0,,,,,,parallel shift,-2.267 
,,,,,IR_CLPPC2,0,,,,,,parallel shift,-0.72812 
,,,,,IR_CLPPC3,0,,,,,,parallel shift,-0.039797 
,,,,,IR_CLPPC4,0,,,,,,parallel shift,-0.005286 
,,,,,IR_CNYPC1,0,,,,,,parallel shift,-5.1293 
,,,,,IR_CNYPC2,0,,,,,,parallel shift,-0.74362 
,,,,,IR_CNYPC3,0,,,,,,parallel shift,-0.056144 
,,,,,IR_CNYPC4,0,,,,,,parallel shift,-0.01154 
,,,,,IR_COPPC1,0,,,,,,parallel shift,-2.7298 
,,,,,IR_COPPC2,0,,,,,,parallel shift,-1.1095 
,,,,,IR_COPPC3,0,,,,,,parallel shift,-0.098959 
,,,,,IR_COPPC4,0,,,,,,parallel shift,-0.020329 
,,,,,IR_CZKPC1,0,,,,,,parallel shift,-1.0226 
,,,,,IR_CZKPC2,0,,,,,,parallel shift,-0.13564 
,,,,,IR_CZKPC3,0,,,,,,parallel shift,-0.025325 
,,,,,IR_CZKPC4,0,,,,,,parallel shift,-0.0033962 
,,,,,IR_DKKPC1,0,,,,,,parallel shift,-1.2792 
,,,,,IR_DKKPC2,0,,,,,,parallel shift,-0.36129 
,,,,,IR_DKKPC3,0,,,,,,parallel shift,-0.034502 
,,,,,IR_DKKPC4,0,,,,,,parallel shift,-0.01503 
